birth_cohort,legal_status,latest_us_occupation,education,labor_exp_age45,first_migration_age,total_trips,accumulated_us_experience,mean_proportion_low_income
53.0,0.0,0.0,7.0,32.583333333333336,19.0,1.0,7.0,0.1387416105495991
34.0,0.0,1.0,6.0,36.0,20.0,2.0,36.0,0.511485026688109
46.0,0.0,2.0,6.0,29.416666666666668,22.0,1.0,5.0,0.2805868308259445
45.0,0.0,0.0,3.0,31.25,24.0,2.0,39.0,0.2460560277702422
45.0,0.0,0.0,6.0,23.83333333333333,22.0,1.0,4.0,0.3403960457849617
37.0,0.0,1.0,6.0,33.333333333333336,30.0,1.0,16.0,0.4002801355591667
37.0,0.0,0.0,2.0,33.0,49.0,2.0,96.0,0.1812808391388095
48.0,0.0,2.0,6.0,22.0,22.0,13.0,104.0,0.2659429044706354
48.0,0.0,2.0,6.0,31.0,27.0,5.0,168.0,0.1568111765647907
39.0,0.0,0.0,0.0,34.0,52.0,1.0,60.0,0.1570821719186325
44.0,0.0,1.0,6.0,39.66666666666666,34.0,2.0,20.0,0.2362869324676007
20.0,1.0,0.0,6.0,28.0,18.0,1.0,48.0,0.5624172290213145
45.0,0.0,1.0,6.0,33.0,47.0,1.0,48.0,0.2659429044706354
42.0,1.0,1.0,6.0,34.0,28.0,1.0,252.0,0.233556588533269
50.0,0.0,1.0,3.0,35.0,38.0,2.0,72.0,0.0965366473426955
49.0,0.0,2.0,6.0,31.166666666666668,20.0,1.0,24.0,0.2659429044706354
62.0,0.0,1.0,6.0,33.0,28.0,1.0,36.0,0.1136808120728266
57.0,1.0,1.0,6.0,30.0,18.0,2.0,348.0,0.0887631280098776
40.0,0.0,2.0,0.0,34.0,15.0,1.0,36.0,0.1229021306305824
40.0,0.0,2.0,6.0,28.0,34.0,1.0,396.0,0.0887631280098776
18.0,1.0,0.0,1.0,37.5,29.0,2.0,6.0,0.4261479022907242
37.0,0.0,1.0,3.0,32.0,53.0,1.0,12.0,0.1881128205329646
45.0,1.0,1.0,6.0,33.0,17.0,1.0,396.0,0.2460560277702422
31.0,0.0,0.0,2.0,31.0,15.0,2.0,576.0,0.3605477354718323
62.0,0.0,2.0,3.0,37.0,35.0,1.0,144.0,0.2111566691999847
19.0,1.0,2.0,4.0,37.66666666666666,20.0,4.0,44.0,0.1789977792291187
44.0,0.0,1.0,9.0,35.0,31.0,2.0,48.0,0.2351765307508255
39.0,0.0,1.0,6.0,32.0,45.0,1.0,12.0,0.256899995432371
40.0,0.0,2.0,3.0,32.0,20.0,2.0,84.0,0.3605477354718323
26.0,0.0,0.0,6.0,28.5,17.0,1.0,6.0,0.466597565192262
38.0,0.0,1.0,7.0,33.0,25.0,2.0,12.0,0.3605477354718323
14.0,0.0,0.0,0.0,29.5,19.0,3.0,66.0,0.5624172290213145
60.0,0.0,1.0,9.0,29.08333333333333,20.0,3.0,58.0,0.1387416105495991
38.0,0.0,0.0,4.0,30.5,30.0,1.0,18.0,0.3605477354718323
50.0,0.0,1.0,9.0,34.0,12.0,3.0,396.0,0.1154865504287029
22.0,0.0,0.0,2.0,27.0,28.0,1.0,444.0,0.5624172290213145
24.0,0.0,0.0,0.0,35.333333333333336,25.0,4.0,16.0,0.336834574023331
48.0,0.0,2.0,0.0,34.0,36.0,1.0,60.0,0.0563276750935414
30.0,0.0,1.0,2.0,26.166666666666668,18.0,3.0,26.0,0.336834574023331
17.0,0.0,1.0,2.0,31.5,25.0,2.0,126.0,0.466597565192262
37.0,0.0,2.0,12.0,42.5,17.0,2.0,253.0,0.5624172290213145
18.0,1.0,0.0,2.0,32.333333333333336,27.0,2.0,4.0,0.260623064792692
45.0,0.0,2.0,6.0,34.0,43.0,2.0,144.0,0.0563276750935414
64.0,0.0,2.0,8.0,34.0,15.0,2.0,120.0,0.0530060722456658
57.0,0.0,1.0,12.0,28.0,28.0,1.0,288.0,0.2111566691999847
35.0,0.0,1.0,4.0,36.0,25.0,5.0,84.0,0.0965366473426955
56.0,1.0,2.0,12.0,25.5,23.0,13.0,228.0,0.1470002761244478
50.0,0.0,1.0,6.0,37.0,38.0,2.0,18.0,0.4353976575177852
58.0,0.0,1.0,6.0,34.0,32.0,2.0,168.0,0.0782559075090117
48.0,0.0,1.0,0.0,30.0,43.0,1.0,24.0,0.1896341666860463
35.0,1.0,2.0,3.0,40.0,19.0,2.0,528.0,0.3403960457849617
14.0,1.0,0.0,3.0,31.75,20.0,9.0,81.0,0.4644109283325187
1.0,0.0,2.0,2.0,30.0,44.0,1.0,576.0,0.2261122087013544
29.0,0.0,0.0,6.0,30.0,21.0,2.0,24.0,0.3282718332272439
57.0,1.0,2.0,9.0,26.666666666666668,22.0,11.0,152.0,0.2362869324676007
28.0,1.0,2.0,6.0,34.0,20.0,2.0,516.0,0.0887631280098776
32.0,1.0,0.0,3.0,31.0,20.0,1.0,12.0,0.1568111765647907
18.0,0.0,0.0,1.0,35.0,39.0,1.0,108.0,0.511485026688109
34.0,1.0,1.0,6.0,32.0,43.0,1.0,192.0,0.466597565192262
39.0,0.0,2.0,0.0,35.0,30.0,2.0,72.0,0.1568111765647907
26.0,1.0,1.0,3.0,36.0,18.0,2.0,24.0,0.3605477354718323
47.0,0.0,1.0,2.0,28.0,22.0,1.0,12.0,0.253412641520752
24.0,1.0,0.0,3.0,29.33333333333333,21.0,2.0,4.0,0.3036757590987357
35.0,1.0,1.0,1.0,32.0,24.0,4.0,312.0,0.1589568182862857
41.0,0.0,0.0,3.0,31.666666666666668,25.0,1.0,8.0,0.268573165960706
31.0,0.0,2.0,2.0,33.25,35.0,1.0,3.0,0.2659429044706354
61.0,0.0,1.0,9.0,34.0,21.0,1.0,300.0,0.0887631280098776
50.0,1.0,1.0,9.0,29.0,46.0,4.0,24.0,0.1859612389207837
47.0,1.0,1.0,4.0,34.0,14.0,1.0,24.0,0.1570821719186325
22.0,1.0,0.0,2.0,33.166666666666664,31.0,10.0,230.0,0.2230046374068595
20.0,0.0,0.0,1.0,35.0,27.0,2.0,12.0,0.2121177289750974
18.0,1.0,0.0,6.0,28.0,25.0,12.0,24.0,0.233556588533269
23.0,1.0,0.0,6.0,29.0,17.0,2.0,252.0,0.3403960457849617
44.0,1.0,2.0,4.0,31.5,27.0,3.0,291.0,0.1875023905350765
30.0,1.0,0.0,2.0,30.25,18.0,2.0,15.0,0.1789977792291187
32.0,0.0,0.0,4.0,35.0,63.0,1.0,60.0,0.0794116459041523
24.0,1.0,2.0,4.0,22.0,24.0,1.0,240.0,0.2224250167530135
56.0,0.0,0.0,6.0,33.0,33.0,1.0,24.0,2962.876235783164
41.0,0.0,2.0,6.0,30.08333333333333,31.0,2.0,2.0,0.3228717411226657
16.0,0.0,2.0,6.0,31.0,28.0,2.0,36.0,0.3979863843292437
35.0,0.0,0.0,0.0,34.0,49.0,1.0,6.0,0.2121177289750974
34.0,1.0,0.0,6.0,36.0,26.0,2.0,24.0,0.1589568182862857
45.0,0.0,2.0,6.0,29.33333333333333,16.0,1.0,4.0,0.256899995432371
28.0,1.0,0.0,2.0,32.666666666666664,20.0,1.0,8.0,0.1568111765647907
47.0,0.0,2.0,2.0,27.0,34.0,1.0,96.0,0.2805868308259445
46.0,1.0,1.0,2.0,34.0,17.0,3.0,384.0,0.3605477354718323
39.0,0.0,1.0,1.0,33.25,31.0,3.0,39.0,0.3282718332272439
43.0,0.0,2.0,2.0,38.0,18.0,3.0,60.0,0.2893970469565174
46.0,0.0,2.0,9.0,32.0,24.0,1.0,36.0,0.511485026688109
47.0,0.0,2.0,8.0,25.0,24.0,1.0,84.0,0.3979863843292437
43.0,0.0,2.0,12.0,28.0,45.0,1.0,12.0,0.3403960457849617
48.0,0.0,1.0,6.0,33.0,20.0,3.0,108.0,0.0424752177964042
60.0,0.0,0.0,6.0,33.0,25.0,1.0,84.0,0.0530060722456658
54.0,1.0,1.0,9.0,32.0,21.0,2.0,96.0,0.2362869324676007
31.0,0.0,1.0,1.0,36.16666666666666,20.0,6.0,26.0,0.1789977792291187
37.0,0.0,1.0,6.0,32.0,24.0,2.0,72.0,0.366797267891916
33.0,0.0,0.0,2.0,31.33333333333333,22.0,1.0,4.0,0.3036757590987357
33.0,1.0,1.0,0.0,34.0,23.0,5.0,336.0,0.3605477354718323
52.0,1.0,1.0,6.0,33.5,15.0,2.0,138.0,0.3403960457849617
12.0,0.0,1.0,1.0,41.0,31.0,1.0,12.0,0.503388823580198
46.0,1.0,0.0,6.0,27.916666666666668,21.0,5.0,119.0,0.3036757590987357
63.0,0.0,1.0,9.0,30.5,21.0,2.0,66.0,0.1523291898494421
45.0,0.0,0.0,0.0,29.75,37.0,2.0,9.0,0.336834574023331
55.0,0.0,2.0,6.0,34.0,23.0,3.0,48.0,0.0530060722456658
5.0,0.0,1.0,2.0,36.0,47.0,1.0,3.0,0.466597565192262
46.0,1.0,1.0,9.0,30.0,22.0,5.0,108.0,0.3040856578310011
16.0,1.0,1.0,6.0,28.0,44.0,2.0,276.0,0.3979863843292437
47.0,0.0,0.0,6.0,37.0,17.0,2.0,36.0,0.3605477354718323
9.0,1.0,0.0,3.0,32.0,37.0,2.0,72.0,0.3279464606801268
50.0,0.0,1.0,6.0,31.0,20.0,1.0,120.0,0.1568111765647907
16.0,1.0,0.0,6.0,32.0,22.0,6.0,48.0,0.4644109283325187
29.0,1.0,0.0,6.0,25.5,22.0,2.0,6.0,0.3279464606801268
44.0,1.0,0.0,6.0,27.0,24.0,2.0,12.0,0.2230046374068595
21.0,1.0,0.0,0.0,28.0,18.0,4.0,12.0,0.3040856578310011
47.0,1.0,2.0,17.0,34.0,26.0,1.0,60.0,0.0887631280098776
21.0,1.0,2.0,6.0,31.0,67.0,1.0,24.0,0.503388823580198
59.0,0.0,1.0,6.0,32.0,40.0,1.0,84.0,0.0530060722456658
43.0,0.0,1.0,6.0,34.25,36.0,1.0,3.0,0.2121177289750974
49.0,0.0,0.0,9.0,31.0,47.0,1.0,24.0,0.1931846712098272
51.0,0.0,1.0,6.0,30.0,16.0,2.0,132.0,0.3403960457849617
47.0,1.0,1.0,12.0,31.0,44.0,4.0,42.0,0.3223277343172085
47.0,0.0,2.0,0.0,31.33333333333333,24.0,2.0,4.0,0.1979049791452423
61.0,0.0,2.0,12.0,27.25,25.0,1.0,3.0,0.0782559075090117
24.0,1.0,0.0,2.0,34.0,27.0,1.0,96.0,0.2230046374068595
40.0,0.0,1.0,2.0,34.5,18.0,2.0,6.0,0.3605477354718323
17.0,1.0,0.0,0.0,31.416666666666668,22.0,6.0,5.0,0.1789977792291187
41.0,0.0,1.0,3.0,31.0,52.0,1.0,72.0,0.0563276750935414
62.0,0.0,0.0,6.0,34.0,18.0,1.0,12.0,0.1098237930262608
42.0,1.0,0.0,4.0,30.0,16.0,1.0,576.0,0.2224250167530135
52.0,0.0,2.0,9.0,34.0,25.0,1.0,36.0,0.0619939786519362
40.0,1.0,1.0,6.0,31.0,40.0,2.0,252.0,0.0424752177964042
51.0,0.0,0.0,9.0,37.083333333333336,19.0,2.0,33.0,0.2659429044706354
45.0,0.0,0.0,2.0,34.0,46.0,1.0,10.0,0.1504288764156413
46.0,0.0,1.0,2.0,34.0,22.0,1.0,12.0,0.2230046374068595
50.0,0.0,1.0,9.0,30.75,42.0,1.0,48.0,0.1669478592228174
29.0,1.0,0.0,6.0,27.75,19.0,3.0,9.0,0.3126117748540345
65.0,0.0,2.0,6.0,32.0,18.0,1.0,48.0,0.0965366473426955
31.0,1.0,2.0,2.0,33.0,19.0,3.0,180.0,0.2230046374068595
22.0,0.0,1.0,1.0,29.33333333333333,25.0,4.0,100.0,0.233556588533269
19.0,1.0,0.0,3.0,23.58333333333333,26.0,9.0,19.0,0.3279464606801268
47.0,0.0,2.0,6.0,35.416666666666664,31.0,1.0,5.0,0.3040856578310011
16.0,1.0,0.0,0.0,34.0,29.0,2.0,372.0,0.3605477354718323
15.0,0.0,0.0,4.0,29.75,30.0,2.0,9.0,0.5624172290213145
28.0,1.0,2.0,6.0,32.5,20.0,1.0,6.0,0.5427403069541675
34.0,0.0,1.0,3.0,36.0,44.0,1.0,36.0,0.3605477354718323
61.0,0.0,2.0,4.0,35.5,28.0,3.0,78.0,0.0530060722456658
54.0,0.0,1.0,9.0,28.0,43.0,1.0,132.0,0.0782559075090117
61.0,0.0,1.0,6.0,34.0,18.0,2.0,48.0,0.1568111765647907
44.0,1.0,2.0,9.0,28.0,18.0,1.0,540.0,0.1154865504287029
37.0,0.0,2.0,6.0,22.0,24.0,1.0,216.0,0.3261169775912217
33.0,0.0,1.0,4.0,28.666666666666668,37.0,3.0,19.0,0.4261479022907242
50.0,1.0,1.0,12.0,33.833333333333336,17.0,2.0,372.0,0.3403960457849617
41.0,1.0,1.0,9.0,29.0,44.0,2.0,24.0,0.3223277343172085
52.0,0.0,2.0,3.0,34.0,42.0,1.0,84.0,0.0563276750935414
47.0,1.0,2.0,6.0,33.25,33.0,1.0,3.0,0.0965366473426955
31.0,0.0,0.0,1.0,30.83333333333333,16.0,5.0,22.0,0.2230046374068595
52.0,0.0,1.0,17.0,31.0,21.0,1.0,96.0,0.1931846712098272
27.0,1.0,0.0,5.0,31.0,36.0,1.0,24.0,0.2224250167530135
34.0,1.0,0.0,0.0,32.0,21.0,1.0,36.0,0.0563276750935414
23.0,1.0,0.0,2.0,33.25,16.0,2.0,4.0,0.3036757590987357
35.0,0.0,1.0,3.0,32.0,48.0,1.0,36.0,0.5321297041691028
41.0,1.0,1.0,6.0,25.0,21.0,3.0,312.0,0.3979863843292437
36.0,0.0,2.0,5.0,33.0,44.0,1.0,36.0,0.2656433174291274
38.0,0.0,2.0,1.0,30.5,28.0,1.0,6.0,0.5624172290213145
9.0,1.0,0.0,0.0,30.33333333333333,35.0,1.0,4.0,0.268573165960706
40.0,0.0,1.0,6.0,30.0,4.0,3.0,516.0,0.2224250167530135
42.0,0.0,1.0,0.0,33.5,45.0,2.0,14.0,0.260623064792692
39.0,1.0,2.0,0.0,37.5,20.0,2.0,492.0,0.3403960457849617
39.0,0.0,0.0,3.0,31.0,47.0,1.0,6.0,0.1896341666860463
37.0,1.0,1.0,12.0,36.0,41.0,1.0,204.0,0.3605477354718323
33.0,1.0,0.0,3.0,27.666666666666668,38.0,6.0,140.0,0.1875023905350765
48.0,0.0,2.0,6.0,32.0,42.0,1.0,12.0,0.1387416105495991
56.0,0.0,1.0,13.0,26.416666666666668,23.0,1.0,5.0,0.2362869324676007
63.0,0.0,1.0,6.0,34.0,18.0,2.0,48.0,0.2111566691999847
22.0,0.0,2.0,6.0,38.0,42.0,1.0,108.0,0.146549422036687
53.0,0.0,1.0,9.0,34.0,38.0,1.0,204.0,0.0424752177964042
52.0,1.0,1.0,6.0,33.0,17.0,2.0,264.0,0.0530060722456658
42.0,0.0,2.0,0.0,31.0,30.0,2.0,72.0,0.3261169775912217
28.0,0.0,1.0,6.0,33.0,20.0,4.0,168.0,0.2460560277702422
53.0,1.0,1.0,17.0,24.0,27.0,2.0,312.0,0.1154865504287029
42.0,0.0,1.0,6.0,34.0,23.0,2.0,48.0,0.1229021306305824
62.0,0.0,2.0,6.0,30.0,15.0,9.0,108.0,0.0794116459041523
46.0,0.0,0.0,12.0,26.83333333333333,25.0,1.0,2.0,0.3979863843292437
50.0,1.0,1.0,16.0,28.0,27.0,1.0,48.0,0.4377429198847672
60.0,0.0,1.0,9.0,31.0,17.0,1.0,360.0,0.1229021306305824
60.0,0.0,2.0,6.0,34.0,18.0,3.0,372.0,0.0794116459041523
59.0,0.0,2.0,6.0,33.416666666666664,40.0,1.0,17.0,0.2111566691999847
30.0,1.0,0.0,6.0,33.0,20.0,2.0,24.0,0.1387416105495991
17.0,1.0,0.0,1.0,39.0,31.0,1.0,12.0,0.1789977792291187
52.0,0.0,1.0,0.0,33.416666666666664,42.0,1.0,29.0,0.0619939786519362
42.0,1.0,2.0,3.0,33.75,26.0,2.0,15.0,0.3279464606801268
43.0,0.0,0.0,3.0,33.0,33.0,1.0,24.0,0.1931846712098272
30.0,1.0,0.0,3.0,31.916666666666668,34.0,4.0,48.0,0.075280140305998
31.0,0.0,0.0,3.0,34.0,30.0,1.0,300.0,0.3403960457849617
56.0,0.0,0.0,2.0,33.0,17.0,6.0,120.0,0.1136808120728266
21.0,1.0,0.0,1.0,32.25,25.0,1.0,3.0,0.2460560277702422
37.0,0.0,1.0,1.0,30.0,23.0,1.0,12.0,0.2224250167530135
45.0,0.0,1.0,5.0,29.0,48.0,1.0,24.0,0.1881128205329646
45.0,0.0,0.0,6.0,31.0,22.0,1.0,12.0,0.1931846712098272
31.0,1.0,1.0,2.0,38.0,35.0,2.0,48.0,0.3126117748540345
36.0,0.0,2.0,3.0,31.0,30.0,3.0,29.0,0.466597565192262
26.0,1.0,0.0,6.0,26.0,17.0,10.0,108.0,0.3403960457849617
56.0,0.0,0.0,4.0,30.0,24.0,1.0,12.0,0.2224250167530135
35.0,0.0,0.0,3.0,30.75,20.0,3.0,21.0,0.233556588533269
48.0,1.0,1.0,5.0,33.333333333333336,26.0,4.0,144.0,0.0424752177964042
61.0,0.0,2.0,6.0,39.0,30.0,4.0,192.0,0.0530060722456658
54.0,0.0,1.0,6.0,30.0,26.0,1.0,24.0,0.1589568182862857
25.0,1.0,0.0,3.0,31.5,28.0,1.0,6.0,0.0665364375911957
47.0,0.0,2.0,6.0,31.0,22.0,1.0,60.0,0.1931846712098272
39.0,0.0,0.0,3.0,37.75,20.0,1.0,9.0,0.5427403069541675
55.0,0.0,1.0,6.0,30.0,43.0,1.0,36.0,0.1627564249131586
62.0,0.0,2.0,0.0,34.0,29.0,2.0,36.0,0.0782559075090117
44.0,0.0,1.0,6.0,28.5,37.0,2.0,30.0,0.1570821719186325
48.0,0.0,2.0,17.0,21.0,27.0,1.0,12.0,0.4377429198847672
33.0,0.0,1.0,6.0,30.0,46.0,1.0,8.0,0.5427403069541675
54.0,0.0,1.0,6.0,34.0,18.0,3.0,84.0,0.0965366473426955
33.0,1.0,1.0,6.0,35.0,24.0,1.0,396.0,0.5624172290213145
30.0,0.0,1.0,6.0,36.0,39.0,1.0,12.0,0.3061561957591827
42.0,1.0,0.0,3.0,32.166666666666664,17.0,21.0,338.0,0.336834574023331
29.0,1.0,1.0,6.0,30.0,30.0,1.0,456.0,0.0887631280098776
33.0,1.0,1.0,3.0,32.416666666666664,26.0,3.0,180.0,0.2460560277702422
17.0,1.0,2.0,3.0,36.16666666666666,10.0,4.0,780.0,0.3279464606801268
47.0,0.0,1.0,9.0,31.0,30.0,1.0,12.0,0.1154865504287029
45.0,0.0,0.0,6.0,34.0,26.0,1.0,12.0,0.511485026688109
48.0,0.0,2.0,13.0,33.0,18.0,2.0,144.0,0.1568111765647907
25.0,0.0,0.0,6.0,38.0,58.0,1.0,12.0,0.1837518299470699
39.0,0.0,1.0,3.0,34.0,50.0,1.0,12.0,0.1570821719186325
47.0,0.0,1.0,2.0,34.0,20.0,1.0,492.0,0.0424752177964042
63.0,0.0,1.0,6.0,34.0,42.0,1.0,24.0,0.1570145589118308
30.0,0.0,1.0,0.0,38.0,30.0,3.0,44.0,0.1523291898494421
44.0,0.0,0.0,3.0,31.0,25.0,1.0,12.0,0.2230046374068595
50.0,0.0,1.0,0.0,33.0,25.0,1.0,24.0,0.1193470539611134
45.0,0.0,1.0,3.0,33.0,46.0,1.0,60.0,0.1570821719186325
48.0,1.0,1.0,9.0,32.0,42.0,1.0,12.0,0.511485026688109
35.0,0.0,0.0,3.0,29.0,24.0,1.0,12.0,0.5624172290213145
22.0,0.0,0.0,1.0,37.0,39.0,1.0,12.0,0.3605477354718323
33.0,0.0,0.0,4.0,33.583333333333336,29.0,2.0,19.0,0.2721280489036954
23.0,0.0,0.0,0.0,29.416666666666668,20.0,1.0,5.0,0.3228717411226657
30.0,0.0,1.0,1.0,30.0,35.0,1.0,72.0,0.2230046374068595
21.0,0.0,1.0,3.0,40.5,22.0,1.0,6.0,0.5624172290213145
11.0,0.0,2.0,2.0,25.0,52.0,1.0,72.0,0.2460560277702422
35.0,0.0,1.0,6.0,31.0,35.0,2.0,252.0,0.3282718332272439
44.0,0.0,1.0,7.0,37.0,44.0,2.0,58.0,0.1618066736443946
58.0,0.0,1.0,6.0,32.75,20.0,3.0,133.0,0.2893970469565174
60.0,1.0,0.0,6.0,32.416666666666664,18.0,14.0,173.0,0.1136808120728266
24.0,1.0,0.0,6.0,28.0,22.0,1.0,12.0,0.5631442933612603
21.0,1.0,0.0,6.0,25.666666666666668,20.0,3.0,152.0,0.3403960457849617
44.0,0.0,1.0,2.0,31.0,25.0,1.0,84.0,0.1979049791452423
35.0,1.0,2.0,3.0,34.0,26.0,2.0,360.0,0.2659429044706354
29.0,0.0,1.0,0.0,35.666666666666664,42.0,1.0,8.0,0.2460560277702422
47.0,0.0,0.0,6.0,34.0,26.0,2.0,24.0,0.1931846712098272
53.0,0.0,1.0,6.0,32.416666666666664,32.0,2.0,29.0,0.1568111765647907
32.0,0.0,1.0,2.0,32.0,59.0,1.0,60.0,0.1570821719186325
3.0,1.0,2.0,0.0,36.0,32.0,1.0,24.0,0.5624172290213145
17.0,1.0,0.0,2.0,31.166666666666668,28.0,1.0,2.0,0.4261479022907242
22.0,1.0,0.0,1.0,25.75,21.0,7.0,21.0,0.3036757590987357
36.0,0.0,1.0,6.0,32.666666666666664,35.0,1.0,14.0,0.256899995432371
31.0,0.0,1.0,6.0,27.0,43.0,3.0,24.0,0.4261479022907242
46.0,0.0,1.0,2.0,38.0,32.0,2.0,60.0,0.0462673582305475
50.0,1.0,1.0,9.0,30.58333333333333,27.0,3.0,72.0,0.0907507663134526
47.0,0.0,1.0,6.0,30.666666666666668,41.0,2.0,14.0,0.256899995432371
60.0,0.0,1.0,12.0,33.5,22.0,1.0,252.0,0.0887631280098776
24.0,0.0,1.0,0.0,31.0,37.0,1.0,12.0,0.1979049791452423
58.0,0.0,2.0,6.0,32.0,36.0,1.0,36.0,0.2805868308259445
54.0,1.0,1.0,3.0,33.333333333333336,22.0,3.0,300.0,0.0782559075090117
52.0,0.0,2.0,8.0,31.0,30.0,2.0,60.0,0.3040856578310011
29.0,1.0,0.0,4.0,19.416666666666668,24.0,4.0,17.0,0.1618066736443946
38.0,0.0,2.0,6.0,27.0,33.0,1.0,324.0,0.1229021306305824
33.0,0.0,0.0,2.0,32.0,22.0,3.0,72.0,0.2805868308259445
65.0,0.0,1.0,3.0,34.0,15.0,7.0,168.0,0.0462673582305475
22.0,1.0,0.0,0.0,34.0,27.0,3.0,36.0,0.2805868308259445
47.0,1.0,2.0,12.0,30.0,40.0,2.0,48.0,0.4353976575177852
45.0,0.0,1.0,7.0,31.0,43.0,1.0,36.0,0.0782559075090117
16.0,0.0,0.0,3.0,34.166666666666664,18.0,14.0,158.0,0.1523291898494421
51.0,1.0,0.0,6.0,32.416666666666664,17.0,3.0,33.0,0.1731213669628752
44.0,1.0,2.0,6.0,28.0,19.0,1.0,192.0,0.0887631280098776
57.0,1.0,0.0,12.0,28.0,18.0,2.0,84.0,0.3261169775912217
62.0,0.0,1.0,9.0,30.5,30.0,1.0,36.0,0.2111566691999847
53.0,0.0,0.0,9.0,34.0,17.0,2.0,60.0,0.3403960457849617
9.0,1.0,1.0,6.0,30.5,24.0,10.0,222.0,0.5624172290213145
57.0,0.0,2.0,9.0,30.0,18.0,3.0,36.0,0.0530060722456658
30.0,1.0,2.0,1.0,24.0,31.0,1.0,504.0,0.2224250167530135
39.0,0.0,0.0,3.0,34.0,29.0,2.0,72.0,0.1837518299470699
35.0,0.0,1.0,2.0,33.416666666666664,31.0,2.0,17.0,0.1789977792291187
50.0,0.0,1.0,5.0,35.0,46.0,2.0,44.0,0.0530060722456658
34.0,0.0,0.0,5.0,33.666666666666664,29.0,2.0,8.0,0.268573165960706
25.0,1.0,1.0,6.0,33.0,32.0,1.0,432.0,0.3979863843292437
24.0,0.0,0.0,5.0,34.0,62.0,1.0,84.0,0.1875023905350765
7.0,1.0,1.0,3.0,36.0,20.0,2.0,312.0,0.5624172290213145
28.0,1.0,1.0,3.0,36.0,22.0,2.0,24.0,0.3061561957591827
30.0,0.0,1.0,3.0,26.5,31.0,9.0,53.0,0.2659429044706354
40.0,0.0,2.0,3.0,37.0,1.0,2.0,252.0,0.1789977792291187
44.0,0.0,2.0,3.0,35.0,26.0,1.0,120.0,0.0794116459041523
56.0,0.0,1.0,6.0,34.0,24.0,2.0,24.0,0.1193470539611134
54.0,0.0,2.0,6.0,32.0,34.0,1.0,36.0,0.3040856578310011
58.0,0.0,1.0,9.0,32.0,41.0,1.0,60.0,0.2893970469565174
35.0,0.0,2.0,3.0,33.0,53.0,1.0,24.0,0.1568111765647907
39.0,0.0,0.0,6.0,29.58333333333333,38.0,1.0,7.0,0.2230046374068595
38.0,0.0,0.0,4.0,32.0,17.0,6.0,48.0,0.2230046374068595
48.0,0.0,2.0,0.0,32.0,17.0,1.0,24.0,0.3261169775912217
55.0,1.0,2.0,9.0,26.0,23.0,5.0,120.0,0.2805868308259445
57.0,0.0,1.0,9.0,26.0,19.0,2.0,24.0,0.1193470539611134
25.0,1.0,0.0,3.0,34.5,29.0,3.0,6.0,0.4261479022907242
29.0,1.0,0.0,0.0,31.0,18.0,12.0,408.0,0.1789977792291187
32.0,1.0,0.0,6.0,30.5,21.0,2.0,324.0,0.2261122087013544
36.0,0.0,0.0,6.0,30.33333333333333,34.0,1.0,4.0,0.3403960457849617
46.0,0.0,1.0,5.0,33.25,30.0,4.0,165.0,0.3036757590987357
47.0,0.0,1.0,2.0,38.0,25.0,1.0,84.0,0.1098237930262608
44.0,1.0,2.0,17.0,34.0,26.0,2.0,120.0,0.5624172290213145
37.0,0.0,1.0,1.0,40.0,24.0,1.0,390.0,0.1979049791452423
47.0,0.0,2.0,6.0,32.0,18.0,1.0,24.0,0.1589568182862857
60.0,1.0,0.0,4.0,32.833333333333336,19.0,3.0,380.0,0.1860329731840667
27.0,0.0,0.0,0.0,23.33333333333333,8.0,20.0,136.0,0.336834574023331
53.0,0.0,1.0,9.0,26.75,18.0,6.0,78.0,0.4644109283325187
47.0,0.0,1.0,2.0,31.0,17.0,1.0,24.0,0.1979049791452423
47.0,0.0,0.0,4.0,33.0,24.0,1.0,12.0,0.1568111765647907
41.0,0.0,2.0,0.0,39.0,50.0,2.0,48.0,0.0462673582305475
16.0,0.0,0.0,0.0,36.0,23.0,1.0,12.0,0.3605477354718323
44.0,0.0,2.0,6.0,34.0,47.0,1.0,120.0,0.1568111765647907
33.0,0.0,2.0,6.0,28.83333333333333,27.0,3.0,22.0,0.336834574023331
37.0,0.0,2.0,1.0,34.666666666666664,30.0,2.0,20.0,0.3605477354718323
53.0,0.0,2.0,0.0,29.0,17.0,1.0,456.0,0.0424752177964042
51.0,1.0,2.0,8.0,24.166666666666668,15.0,26.0,340.0,0.2893970469565174
47.0,0.0,0.0,2.0,31.33333333333333,23.0,5.0,34.0,0.1098237930262608
35.0,0.0,2.0,0.0,31.0,21.0,1.0,36.0,0.3261169775912217
27.0,0.0,1.0,0.0,34.0,18.0,2.0,228.0,0.1229021306305824
45.0,0.0,2.0,6.0,32.0,18.0,2.0,24.0,0.366797267891916
37.0,1.0,2.0,3.0,31.5,40.0,1.0,6.0,0.3979863843292437
54.0,0.0,1.0,9.0,34.0,42.0,1.0,24.0,0.2204188863142136
58.0,0.0,0.0,6.0,28.0,31.0,2.0,96.0,0.2805868308259445
34.0,0.0,1.0,3.0,26.0,43.0,1.0,12.0,0.511485026688109
25.0,1.0,0.0,0.0,34.0,33.0,1.0,48.0,0.253412641520752
37.0,1.0,1.0,6.0,32.0,14.0,1.0,240.0,0.5624172290213145
54.0,0.0,2.0,6.0,33.0,16.0,3.0,132.0,0.0424752177964042
